user_id,item_id,items,gender,category,pattern,color,gender,genre,material,sales_count,reviews_count,rating,out_of_stock_times,brand,discount,last_stock_date,wish_list_count,month_of_sale,year_of_sale
21,21,Summer Hat,Female,Accessories,Straw,Beige,Adult,Summer,Straw,44,36,4.5,0,Givenchy,5,8/15/2024,31,8,2024
22,22,Autumn Jacket,Female,Jackets,Leather,Burgundy,Adult,Autumn,Leather,43,37,4.6,1,Dior,10,10/15/2023,29,10,2023
23,23,Winter Blouse,Female,Tops,Satin,Gold,Adult,Winter,Silk,46,38,4.4,0,Fendi,5,1/15/2024,33,1,2024
24,24,Spring Coat,Female,Jackets,Tweed,Gray,Adult,Spring,Wool,45,38,4.5,0,Bottega Veneta,10,6/15/2024,32,6,2024
25,25,Summer Dress,Female,Dresses,Floral,Pink,Adult,Summer,Cotton,44,36,4.5,0,Chanel,5,7/15/2024,31,7,2024
26,26,Autumn Skirt,Female,Skirts,Tartan,Red,Adult,Autumn,Wool,43,37,4.6,1,Gucci,10,11/15/2023,29,11,2023
27,27,Winter Jacket,Female,Jackets,Fleece,Green,Adult,Winter,Polyester,47,38,4.4,0,Prada,5,3/15/2024,33,3,2024
28,28,Spring Blouse,Female,Tops,Stripes,Yellow,Teen,Spring,Linen,43,37,4.6,1,Balenciaga,10,5/15/2024,29,5,2024
29,29,Summer Top,Female,Tops,Lace,White,Adult,Summer,Silk,44,36,4.5,0,Miu Miu,5,9/15/2024,31,9,2024
30,30,Autumn Hat,Female,Accessories,Felt,Brown,Adult,Autumn,Felt,43,37,4.6,1,Valentino,10,12/15/2023,29,12,2023
31,31,Winter Coat,Female,Jackets,Puffer,Blue,Adult,Winter,Down,46,38,4.4,0,Celine,5,2/15/2024,33,2,2024
32,32,Spring Pants,Female,Bottoms,Denim,Black,Teen,Spring,Cotton,43,37,4.6,1,Saint Laurent,10,4/15/2024,29,4,2024
33,33,Summer Dress,Female,Dresses,Solid,Red,Adult,Summer,Polyester,44,36,4.5,0,Burberry,5,10/15/2024,31,10,2024
34,34,Autumn Jacket,Female,Jackets,Shearling,Burgundy,Adult,Autumn,Leather,43,37,4.6,1,Balmain,10,10/15/2023,29,10,2023
35,35,Winter Hat,Female,Accessories,Wool,Black,Adult,Winter,Wool,44,36,4.5,0,Giorgio Armani,5,1/15/2024,31,1,2024
36,36,Spring Blouse,Female,Tops,Floral,Pink,Teen,Spring,Cotton,43,37,4.6,1,Alexander Wang,10,6/15/2024,29,6,2024
37,37,Summer Skirt,Female,Bottoms,Stripes,Blue,Adult,Summer,Cotton,44,36,4.5,0,Prada,5,7/15/2024,31,7,2024
38,38,Autumn Dress,Female,Dresses,Solid,Green,Adult,Autumn,Silk,43,37,4.6,1,Chanel,10,11/15/2023,29,11,2023
39,39,Winter Cardigan,Female,Tops,Knit,Grey,Adult,Winter,Wool,44,36,4.5,0,Gucci,5,3/15/2024,31,3,2024
40,40,Spring Blazer,Female,Jackets,Check,Black,Teen,Spring,Polyester,43,37,4.6,1,Versace,10,5/15/2024,29,5,2024
41,41,Summer Trousers,Female,Bottoms,Solid,White,Adult,Summer,Linen,44,36,4.5,0,Fendi,5,8/15/2024,31,8,2024
42,42,Autumn Shirt,Female,Tops,Gingham,Red,Adult,Autumn,Cotton,43,37,4.6,1,Saint Laurent,10,12/15/2023,29,12,2023
43,43,Winter Jumpsuit,Female,Outfits,Print,Purple,Adult,Winter,Velvet,44,36,4.5,0,Dior,5,1/15/2024,31,1,2024
44,44,Spring Jacket,Female,Jackets,Denim,Blue,Teen,Spring,Denim,43,37,4.6,1,Balenciaga,10,6/15/2024,29,6,2024
45,45,Summer Tunic,Female,Tops,Lace,Yellow,Adult,Summer,Silk,44,36,4.5,0,Valentino,5,9/15/2024,31,9,2024
46,46,Autumn Pants,Female,Bottoms,Floral,Green,Adult,Autumn,Wool,43,37,4.6,1,Chanel,10,10/15/2023,29,10,2023
47,47,Winter Coat,Female,Jackets,Fur,Black,Adult,Winter,Fur,44,36,4.5,0,Giorgio Armani,5,2/15/2024,31,2,2024
48,48,Spring Skirt,Female,Bottoms,Polka Dots,Red,Teen,Spring,Cotton,43,37,4.6,1,Alexander Wang,10,4/15/2024,29,4,2024
49,49,Summer Dress,Female,Outfits,Striped,Blue,Adult,Summer,Cotton,43,37,4.6,0,Prada,5,7/15/2024,29,7,2024
50,50,Autumn Blouse,Female,Tops,Checkered,Gray,Adult,Autumn,Silk,44,36,4.5,1,Versace,10,11/15/2023,31,11,2023
51,51,Winter Sweater,Female,Tops,Knit,Brown,Adult,Winter,Wool,43,37,4.6,0,Gucci,5,3/15/2024,29,3,2024
52,52,Spring Jacket,Female,Jackets,Leather,Green,Teen,Spring,Leather,44,36,4.5,1,Miu Miu,10,5/15/2024,31,5,2024
53,53,Summer Skirt,Female,Bottoms,Floral,Pink,Adult,Summer,Linen,43,37,4.6,0,Ralph Lauren,5,10/15/2024,29,10,2024
54,54,Autumn Trousers,Female,Bottoms,Solid,Black,Adult,Autumn,Velvet,44,36,4.5,1,Balmain,10,12/15/2023,31,12,2023
55,55,Winter Coat,Female,Jackets,Fur,White,Adult,Winter,Fur,43,37,4.6,0,Valentino,5,2/15/2024,29,2,2024
56,56,Spring Blouse,Female,Tops,Lace,Yellow,Teen,Spring,Silk,44,36,4.5,1,Dior,10,6/15/2024,31,6,2024
57,57,Summer Tunic,Female,Tops,Geometric,Orange,Adult,Summer,Cotton,43,37,4.6,0,Calvin Klein,5,8/15/2024,29,8,2024
58,58,Autumn Jacket,Female,Jackets,Denim,Blue,Adult,Autumn,Denim,43,36,4.5,1,Tom Ford,10,10/15/2023,31,10,2023
59,59,Winter Pants,Female,Bottoms,Print,Red,Adult,Winter,Velvet,43,36,4.6,0,Jimmy Choo,5,1/15/2024,29,1,2024
60,60,Spring Dress,Female,Outfits,Polka Dots,Green,Teen,Spring,Cotton,44,36,4.5,1,Michael Kors,10,4/15/2024,31,4,2024
61,61,Summer Blouse,Female,Tops,Striped,Blue,Adult,Summer,Cotton,45,38,4.7,0,Alexander McQueen,5,7/15/2024,32,7,2024
62,62,Autumn Dress,Female,Outfits,Solid,Grey,Teen,Autumn,Satin,42,35,4.4,1,Givenchy,10,11/15/2023,30,11,2023
63,63,Winter Jacket,Female,Jackets,Faux Leather,Brown,Adult,Winter,Faux Leather,46,39,4.8,0,Chanel,5,3/15/2024,33,3,2024
64,64,Spring Skirt,Female,Bottoms,Floral,Pink,Adult,Spring,Linen,47,40,4.6,1,Prada,10,5/15/2024,34,5,2024
65,65,Summer Tunic,Female,Tops,Geometric,Orange,Adult,Summer,Silk,48,41,4.7,0,Versace,5,9/15/2024,35,9,2024
66,66,Autumn Trousers,Female,Bottoms,Print,Red,Adult,Autumn,Velvet,49,42,4.5,1,Louis Vuitton,10,12/15/2023,36,12,2023
67,67,Winter Coat,Female,Jackets,Fur,White,Adult,Winter,Fur,45,43,4.8,0,Gucci,5,2/15/2024,37,2,2024
68,68,Spring Blouse,Female,Tops,Lace,Yellow,Teen,Spring,Silk,46,44,4.7,1,Celine,10,6/15/2024,38,6,2024
69,69,Summer Skirt,Female,Bottoms,Floral,Green,Adult,Summer,Linen,47,45,4.6,0,Saint Laurent,5,10/15/2024,39,10,2024
70,70,Autumn Jacket,Female,Jackets,Denim,Blue,Adult,Autumn,Denim,48,46,4.5,1,Balenciaga,10,11/15/2023,40,11,2023
71,71,Winter Pants,Female,Bottoms,Print,Black,Adult,Winter,Velvet,49,47,4.6,0,Fendi,5,1/15/2024,41,1,2024
72,72,Spring Dress,Female,Outfits,Polka Dots,White,Teen,Spring,Cotton,45,43,4.8,1,Dior,10,4/15/2024,42,4,2024
73,73,Summer Maxi Dress,Female,Outfits,Striped,Blue,Adult,Summer,Cotton,48,44,4.6,0,Chanel,5,7/15/2024,43,7,2024
74,74,Autumn Blouse,Female,Tops,Lace,Pink,Adult,Autumn,Silk,47,45,4.8,1,Hermes,10,8/15/2023,44,8,2023
75,75,Winter Cardigan,Female,Jackets,Knit,Grey,Adult,Winter,Wool,46,43,4.7,0,Givenchy,5,3/15/2024,45,3,2024
76,76,Spring Skirt,Female,Bottoms,Plaid,Red,Teen,Spring,Polyester,47,45,4.6,1,Valentino,10,5/15/2024,46,5,2024
77,77,Summer Tunic,Female,Tops,Floral,Green,Adult,Summer,Linen,48,44,4.5,0,Burberry,5,6/15/2024,47,6,2024
78,78,Autumn Jacket,Female,Jackets,Leather,Brown,Adult,Autumn,Leather,47,45,4.7,1,Saint Laurent,10,10/15/2023,46,10,2023
79,79,Winter Trousers,Female,Bottoms,Print,Black,Adult,Winter,Velvet,48,44,4.6,0,Prada,5,2/15/2024,45,2,2024
80,80,Spring Blouse,Female,Tops,Lace,White,Teen,Spring,Silk,46,43,4.8,1,Ralph Lauren,10,4/15/2024,44,4,2024
81,81,Summer Skirt,Female,Bottoms,Geometric,Orange,Adult,Summer,Silk,45,41,4.7,0,Alexander McQueen,5,8/15/2024,42,8,2024
82,82,Autumn Trousers,Female,Bottoms,Print,Red,Adult,Autumn,Velvet,46,43,4.5,1,Balmain,10,12/15/2023,41,12,2023
83,83,Winter Coat,Female,Jackets,Fur,White,Adult,Winter,Fur,44,40,4.8,0,Miu Miu,5,1/15/2024,43,1,2024
84,84,Spring Blouse,Female,Tops,Lace,Yellow,Teen,Spring,Silk,46,43,4.7,1,Celine,10,4/15/2024,44,4,2024
85,85,Summer Dress,Female,Dresses,Striped,Blue,Adult,Summer,Cotton,48,44,4.6,0,Chanel,5,7/15/2024,47,7,2024
86,86,Autumn Scarf,Female,Accessories,Knit,Gray,Adult,Autumn,Wool,47,45,4.8,1,Givenchy,10,11/15/2023,46,11,2023
87,87,Winter Hat,Female,Accessories,Plaid,Red,Adult,Winter,Wool,48,44,4.5,0,Valentino,5,3/15/2024,45,3,2024
88,88,Spring Blazer,Female,Jackets,Solid,Green,Adult,Spring,Wool,46,43,4.7,1,Versace,10,5/15/2024,44,5,2024
89,89,Summer Sandals,Female,Shoes,Animal Print,Brown,Adult,Summer,Leather,45,41,4.6,0,Gucci,5,9/15/2024,42,9,2024
90,90,Autumn Boots,Female,Shoes,Patterned,Black,Adult,Autumn,Leather,46,43,4.5,1,Saint Laurent,10,12/15/2023,41,12,2023
91,91,Winter Tights,Female,Accessories,Solid,Black,Adult,Winter,Nylon,48,44,4.8,0,Balmain,5,2/15/2024,45,2,2024
92,92,Spring Sneakers,Female,Shoes,Solid,White,Teen,Spring,Leather,46,43,4.7,1,Prada,10,4/15/2024,44,4,2024
93,93,Summer Tunic,Female,Tops,Print,Pink,Adult,Summer,Cotton,48,44,4.5,0,Burberry,5,6/15/2024,47,6,2024
94,94,Autumn Jacket,Female,Jackets,Leather,Brown,Adult,Autumn,Leather,47,45,4.7,1,Saint Laurent,10,10/15/2023,46,10,2023
95,95,Winter Trousers,Female,Bottoms,Print,Red,Adult,Winter,Velvet,48,44,4.6,0,Prada,5,2/15/2024,45,2,2024
96,96,Spring Blouse,Female,Tops,Lace,White,Teen,Spring,Silk,46,43,4.8,1,Ralph Lauren,10,4/15/2024,44,4,2024
97,97,Summer Dress,Female,Dresses,Floral,Blue,Adult,Summer,Cotton,47,45,4.6,1,Chanel,5,7/15/2024,46,7,2024
98,98,Autumn Skirt,Female,Bottoms,Solid,Black,Adult,Autumn,Wool,48,44,4.7,0,Dior,10,11/15/2023,45,11,2023
99,99,Winter Cardigan,Female,Outerwear,Knit,Grey,Adult,Winter,Cashmere,47,45,4.6,1,Versace,5,3/15/2024,46,3,2024
100,100,Spring Blazer,Female,Jackets,Solid,Green,Adult,Spring,Linen,46,43,4.8,0,Givenchy,10,5/15/2024,44,5,2024
101,101,Summer Shorts,Female,Bottoms,Striped,Red,Teen,Summer,Cotton,48,44,4.5,1,Michael Kors,5,6/15/2024,47,6,2024
102,102,Autumn Coat,Female,Outerwear,Fur,Brown,Adult,Autumn,Faux Fur,47,45,4.7,0,Valentino,10,9/15/2023,46,9,2023
103,103,Winter Pants,Female,Bottoms,Solid,Black,Adult,Winter,Velvet,48,44,4.6,1,Saint Laurent,5,2/15/2024,45,2,2024
104,104,Spring Scarf,Female,Accessories,Paisley,Pink,Adult,Spring,Silk,46,43,4.8,0,Gucci,10,4/15/2024,44,4,2024
105,105,Summer Skirt,Female,Bottoms,Animal Print,Black,Adult,Summer,Leather,47,45,4.6,1,Burberry,5,8/15/2024,46,8,2024
106,106,Autumn Top,Female,Tops,Lace,White,Adult,Autumn,Silk,48,44,4.7,0,Prada,10,10/15/2023,45,10,2023
107,107,Winter Cardigan,Female,Outerwear,Knit,Grey,Adult,Winter,Cashmere,47,45,4.6,1,Versace,5,3/15/2024,46,3,2024
108,108,Spring Blazer,Female,Jackets,Solid,Green,Adult,Spring,Linen,46,43,4.8,0,Givenchy,10,5/15/2024,44,5,2024
109,109,Winter Boots,Female,Footwear,Fur,Black,Adult,Winter,Faux Fur,49,46,4.7,0,Balenciaga,10,1/15/2024,48,1,2024
110,110,Spring Hat,Female,Accessories,Floral,Pink,Teen,Spring,Cotton,45,42,4.5,1,Chanel,5,4/15/2024,44,4,2024
111,111,Summer Dress,Female,Tops,Floral,Yellow,Adult,Summer,Linen,47,44,4.6,0,Dior,10,7/15/2024,46,7,2024
112,112,Autumn Jacket,Female,Jackets,Leopard Print,Brown,Adult,Autumn,Wool,48,45,4.7,1,Alexander McQueen,5,11/15/2023,47,11,2023
113,113,Winter Coat,Female,Outerwear,Fur,White,Adult,Winter,Real Fur,49,46,4.8,0,Fendi,10,2/15/2024,48,2,2024
114,114,Spring Blouse,Female,Tops,Striped,Blue,Adult,Spring,Silk,46,43,4.7,1,Valentino,5,6/15/2024,45,6,2024
115,115,Summer Jumpsuit,Female,Bottoms,Solid,Red,Adult,Summer,Cotton,47,44,4.6,0,Gucci,10,9/15/2024,46,9,2024
116,116,Autumn Skirt,Female,Bottoms,Tartan,Green,Adult,Autumn,Wool,48,45,4.7,1,Michael Kors,5,12/15/2023,47,12,2023
117,117,Winter Sweater,Female,Tops,Knit,Grey,Adult,Winter,Cashmere,49,46,4.8,0,Burberry,10,1/15/2024,48,1,2024
118,118,Spring Blazer,Female,Jackets,Floral,Pink,Adult,Spring,Silk,47,44,4.7,1,Prada,5,5/15/2024,46,5,2024
119,119,Summer Shirt,Female,Tops,Striped,Blue,Adult,Summer,Cotton,46,43,4.5,0,Chanel,10,8/15/2024,44,8,2024
120,120,Autumn Dress,Female,Tops,Lace,White,Adult,Autumn,Silk,48,45,4.6,1,Versace,5,10/15/2023,47,10,2023
121,121,Spring Jacket,Female,Outerwear,Floral,Pink,Adult,Spring,Silk,45,42,4.7,1,Chanel,5,4/15/2024,43,4,2024
122,122,Summer Skirt,Female,Bottoms,Polka Dots,Black,Adult,Summer,Cotton,47,44,4.6,0,Michael Kors,10,7/15/2024,46,7,2024
123,123,Autumn Blouse,Female,Tops,Plaid,Red,Adult,Autumn,Wool,48,45,4.7,1,Versace,5,11/15/2023,47,11,2023
124,124,Winter Dress,Female,Tops,Velvet,Green,Adult,Winter,Satin,49,46,4.8,0,Fendi,10,3/15/2024,48,3,2024
125,125,Spring Suit,Female,Bottoms,Solid,Blue,Adult,Spring,Cotton,47,44,4.7,1,Gucci,5,5/15/2024,46,5,2024
126,126,Summer Blouse,Female,Tops,Lace,White,Adult,Summer,Silk,45,42,4.6,0,Burberry,10,6/15/2024,44,6,2024
127,127,Autumn Jacket,Female,Outerwear,Fur,Brown,Adult,Autumn,Real Fur,48,45,4.7,1,Prada,5,12/15/2023,47,12,2023
128,128,Winter Pants,Female,Bottoms,Solid,Black,Adult,Winter,Wool,49,46,4.8,0,Valentino,10,1/15/2024,48,1,2024
129,129,Spring Jumpsuit,Female,Bottoms,Striped,Yellow,Adult,Spring,Cotton,47,44,4.7,1,Chanel,5,4/15/2024,46,4,2024
130,130,Summer Blouse,Female,Tops,Floral,Pink,Adult,Summer,Silk,45,42,4.6,0,Michael Kors,10,7/15/2024,44,7,2024
131,131,Autumn Coat,Female,Outerwear,Tartan,Green,Adult,Autumn,Wool,48,45,4.7,1,Fendi,5,11/15/2023,47,11,2023
132,132,Winter Skirt,Female,Bottoms,Polka Dots,Red,Adult,Winter,Cotton,49,46,4.8,0,Versace,10,3/15/2024,48,3,2024
133,133,Spring Dress,Female,Dresses,Floral,Pink,Teen,Spring,Cotton,34,31,4.6,0,Zara,10,5/15/2023,33,5,2023
134,134,Summer Tank Top,Female,Tops,Striped,Blue,Adult,Summer,Polyester,45,42,4.7,1,H&M,5,6/15/2024,44,6,2024
135,135,Autumn Scarf,Female,Accessories,Plain,Gray,Adult,Autumn,Wool,38,35,4.8,0,Uniqlo,10,10/15/2023,37,10,2023
136,136,Winter Boots,Female,Footwear,Leather,Black,Adult,Winter,Leather,36,33,4.7,1,Dr. Martens,5,1/15/2024,35,1,2024
137,137,Spring Cardigan,Female,Outerwear,Cable Knit,White,Adult,Spring,Wool,39,36,4.6,0,Mango,10,4/15/2023,38,4,2023
138,138,Summer Skirt,Female,Bottoms,Pleated,Red,Teen,Summer,Polyester,35,32,4.5,0,Forever 21,5,7/15/2024,34,7,2024
139,139,Autumn Blouse,Female,Tops,Lace,White,Adult,Autumn,Silk,41,38,4.8,1,Cole Haan,10,11/15/2023,40,11,2023
140,140,Winter Jacket,Female,Outerwear,Fur,Brown,Adult,Winter,Real Fur,43,39,4.9,0,Gucci,5,2/15/2024,42,2,2024
141,141,Spring Jumpsuit,Female,Bottoms,Solid,Green,Adult,Spring,Cotton,42,39,4.7,1,Zara,10,5/15/2023,41,5,2023
142,142,Summer Top,Female,Tops,Printed,Blue,Teen,Summer,Polyester,33,30,4.4,0,H&M,5,6/15/2024,32,6,2024
143,143,Autumn Coat,Female,Outerwear,Tartan,Red,Adult,Autumn,Wool,44,39,4.8,1,Uniqlo,10,10/15/2023,43,10,2023
144,144,Winter Hat,Female,Accessories,Knitted,Black,Adult,Winter,Wool,37,34,4.6,0,Dr. Martens,5,1/15/2024,36,1,2024
145,145,Summer Dress,Female,Dresses,Floral,Yellow,Adult,Summer,Cotton,40,37,4.7,0,Asos,10,7/15/2023,42,7,2023
146,146,Autumn Skirt,Female,Bottoms,Tweed,Burgundy,Adult,Autumn,Wool,45,38,4.8,1,Anna Sui,10,12/15/2023,44,12,2023
147,147,Winter Boots,Female,Footwear,Fur,Beige,Adult,Winter,Real Fur,48,39,4.9,0,Prada,5,3/15/2024,47,3,2024
148,148,Spring Hat,Female,Accessories,Straw,Pink,Adult,Spring,Straw,38,35,4.5,0,Mulberry,10,4/15/2023,37,4,2023
149,149,Summer Trousers,Female,Bottoms,Linen,Blue,Teen,Summer,Linen,36,33,4.4,0,Topshop,5,7/15/2024,35,7,2024
150,150,Autumn Blazer,Female,Outerwear,Tartan,Green,Adult,Autumn,Wool,42,38,4.7,1,Reiss,10,11/15/2023,41,11,2023
151,151,Winter Scarf,Female,Accessories,Wool,Gray,Adult,Winter,Wool,39,36,4.6,0,Zara,5,2/15/2024,38,2,2024
152,152,Spring Coat,Female,Outerwear,Corduroy,Red,Adult,Spring,Corduroy,43,39,4.8,1,Ralph Lauren,10,5/15/2023,42,5,2023
153,153,Summer Jacket,Female,Outerwear,Denim,Black,Adult,Summer,Denim,44,39,4.8,0,Levi's,10,6/15/2024,43,6,2024
154,154,Autumn Pants,Female,Bottoms,Plaid,Burgundy,Adult,Autumn,Wool,46,39,4.7,1,Calvin Klein,10,10/15/2023,45,10,2023
155,155,Winter Cardigan,Female,Outerwear,Cable Knit,White,Adult,Winter,Wool,45,38,4.7,1,J.Crew,10,1/15/2024,44,1,2024
156,156,Spring Blouse,Female,Tops,Lace,Pink,Adult,Spring,Silk,43,38,4.8,0,Alexander McQueen,10,4/15/2023,42,4,2023
157,157,Summer Dress,Female,Dresses,Floral,Yellow,Teen,Summer,Cotton,41,37,4.5,0,H&M,5,7/15/2024,39,7,2024
158,158,Autumn Skirt,Female,Bottoms,Leopard,Brown,Adult,Autumn,Leather,45,38,4.6,1,Mango,10,11/15/2023,43,11,2023
159,159,Winter Hat,Female,Accessories,Fur,Black,Adult,Winter,Fur,44,36,4.4,0,Gucci,5,3/15/2024,42,3,2024
160,160,Spring Shirt,Female,Tops,Striped,Blue,Adult,Spring,Silk,47,39,4.7,1,Zara,10,6/15/2023,46,6,2023
161,161,Summer Jumpsuit,Female,Dresses,Solid,Red,Adult,Summer,Linen,48,39,4.8,0,Prada,5,8/15/2024,47,8,2024
162,162,Autumn Jacket,Female,Outerwear,Quilted,Gray,Adult,Autumn,Down,49,38,4.7,1,Valentino,10,12/15/2023,48,12,2023
163,163,Winter Tights,Female,Accessories,Lace,Black,Adult,Winter,Nylon,42,36,4.5,0,Versace,5,2/15/2024,40,2,2024
164,164,Spring Pants,Female,Bottoms,Corduroy,Green,Adult,Spring,Corduroy,46,39,4.6,1,Celine,10,5/15/2023,44,5,2023
165,165,Summer Cardigan,Female,Outerwear,Paisley,Pink,Adult,Summer,Cotton,43,37,4.4,0,Balenciaga,5,9/15/2024,41,9,2024
166,166,Autumn Blouse,Female,Tops,Lace,White,Adult,Autumn,Silk,47,39,4.7,1,Fendi,10,10/15/2023,46,10,2023
167,167,Winter Scarf,Female,Accessories,Wool,Red,Adult,Winter,Wool,44,36,4.6,0,Chanel,5,1/15/2024,42,1,2024
168,168,Spring Coat,Female,Outerwear,Tartan,Green,Adult,Spring,Wool,49,38,4.7,1,Burberry,10,4/15/2023,48,4,2023
169,169,Summer Dress with Flowy Sleeves,Female,Dresses,Floral,Blue,Adult,Summer,Cotton,45,38,4.6,0,Dior,5,7/15/2024,43,7,2024
170,170,Autumn Blouse with Ruffled Sleeves,Female,Tops,Ruffled,Brown,Adult,Autumn,Silk,46,39,4.7,1,Givenchy,10,11/15/2023,45,11,2023
171,171,Winter Cardigan with Fringe,Female,Outerwear,Fringe,Gray,Adult,Winter,Wool,44,37,4.5,0,Gucci,5,3/15/2024,42,3,2024
172,172,Spring Pants with Pockets,Female,Bottoms,Pockets,Pink,Adult,Spring,Denim,47,39,4.6,1,Saint Laurent,10,6/15/2023,46,6,2023
173,173,Summer Skirt with Tie Belt,Female,Skirts,Tie Belt,Yellow,Adult,Summer,Linen,44,38,4.5,0,Alexander McQueen,5,8/15/2024,42,8,2024
174,174,Autumn Coat with Fur Collar,Female,Outerwear,Fur Collar,Black,Adult,Autumn,Wool,46,39,4.7,1,Louis Vuitton,10,12/15/2023,45,12,2023
175,175,Winter Boots with Faux Fur Lining,Female,Footwear,Faux Fur Lining,White,Adult,Winter,Leather,43,38,4.6,0,Balmain,5,2/15/2024,41,2,2024
176,176,Spring Hat with Flowers,Female,Accessories,Flowers,Pink,Adult,Spring,Straw,44,37,4.5,0,Valentino,5,5/15/2023,42,5,2023
177,177,Summer Dress with Bows,Female,Dresses,Bows,Red,Adult,Summer,Cotton,47,39,4.6,1,Chanel,10,7/15/2024,46,7,2024
178,178,Autumn Jumpsuit with Lace Detailing,Female,Jumpsuits,Lace Detailing,Black,Adult,Autumn,Satin,45,38,4.7,0,Prada,5,10/15/2023,44,10,2023
179,179,Winter Jacket with Faux Leather Panels,Female,Outerwear,Faux Leather Panels,Green,Adult,Winter,Down,43,37,4.6,1,Saint Laurent,10,1/15/2024,42,1,2024
180,180,Spring Top with Ruffles,Female,Tops,Ruffles,Blue,Adult,Spring,Silk,44,38,4.5,0,Givenchy,5,4/15/2023,42,4,2023
181,181,Autumn Blouse with Lace Trim,Female,Tops,Lace Trim,Brown,Adult,Autumn,Silk,46,39,4.6,1,Gucci,10,11/15/2023,45,11,2023
182,182,Winter Coat with Faux Fur Hood,Female,Outerwear,Faux Fur Hood,Grey,Adult,Winter,Wool,44,38,4.7,0,Versace,5,3/15/2024,43,3,2024
183,183,Spring Skirt with Floral Print,Female,Skirts,Floral Print,Yellow,Adult,Spring,Cotton,47,39,4.6,1,Miu Miu,10,6/15/2023,46,6,2023
184,184,Summer Dress with Stripes,Female,Dresses,Stripes,Pink,Adult,Summer,Cotton,45,38,4.5,0,Alexander McQueen,5,8/15/2024,44,8,2024
185,185,Autumn Jacket with Belted Waist,Female,Outerwear,Belted Waist,Black,Adult,Autumn,Leather,46,39,4.7,1,Dior,10,12/15/2023,45,12,2023
186,186,Winter Trousers with Faux Leather Pockets,Female,Trousers,Faux Leather Pockets,Blue,Adult,Winter,Wool,44,38,4.6,0,Fendi,5,2/15/2024,43,2,2024
187,187,Spring Blouse with Lace Sleeves,Female,Tops,Lace Sleeves,White,Adult,Spring,Silk,45,39,4.5,0,Balmain,5,5/15/2023,44,5,2023
