product_id,product_name,gender,category,pattern,color,age_group,season,price,material,sales_count,reviews_count,average_rating,out_of_stock_times,brand,discount,last_stock_date,wish_list_count,month_of_sale,year_of_sale
10128,Spring Blouse,Female,Tops,Stripes,Yellow,Teen,Spring,39.99,Linen,43,37,4.6,1,Balenciaga,10,2024-05-15,29,5,2024
10129,Summer Top,Female,Tops,Lace,White,Adult,Summer,49.99,Silk,44,36,4.5,0,Miu Miu,5,2024-09-15,31,9,2024
10130,Autumn Hat,Female,Accessories,Felt,Brown,Adult,Autumn,39.99,Felt,43,37,4.6,1,Valentino,10,2023-12-15,29,12,2023
10131,Winter Coat,Female,Jackets,Puffer,Blue,Adult,Winter,149.99,Down,46,38,4.4,0,Celine,5,2024-02-15,33,2,2024
10132,Spring Pants,Female,Bottoms,Denim,Black,Teen,Spring,44.99,Cotton,43,37,4.6,1,Saint Laurent,10,2024-04-15,29,4,2024
10133,Summer Dress,Female,Dresses,Solid,Red,Adult,Summer,59.99,Polyester,44,36,4.5,0,Burberry,5,2024-10-15,31,10,2024
10134,Autumn Jacket,Female,Jackets,Shearling,Burgundy,Adult,Autumn,129.99,Leather,43,37,4.6,1,Balmain,10,2023-10-15,29,10,2023
10135,Winter Hat,Female,Accessories,Wool,Black,Adult,Winter,29.99,Wool,44,36,4.5,0,Giorgio Armani,5,2024-01-15,31,1,2024
10136,Spring Blouse,Female,Tops,Floral,Pink,Teen,Spring,39.99,Cotton,43,37,4.6,1,Alexander Wang,10,2024-06-15,29,6,2024
10137,Summer Skirt,Female,Bottoms,Stripes,Blue,Adult,Summer,39.99,Cotton,44,36,4.5,0,Prada,5,2024-07-15,31,7,2024
10138,Autumn Dress,Female,Dresses,Solid,Green,Adult,Autumn,79.99,Silk,43,37,4.6,1,Chanel,10,2023-11-15,29,11,2023
10139,Winter Cardigan,Female,Tops,Knit,Grey,Adult,Winter,69.99,Wool,44,36,4.5,0,Gucci,5,2024-03-15,31,3,2024
10140,Spring Blazer,Female,Jackets,Check,Black,Teen,Spring,59.99,Polyester,43,37,4.6,1,Versace,10,2024-05-15,29,5,2024
10141,Summer Trousers,Female,Bottoms,Solid,White,Adult,Summer,49.99,Linen,44,36,4.5,0,Fendi,5,2024-08-15,31,8,2024
10142,Autumn Shirt,Female,Tops,Gingham,Red,Adult,Autumn,29.99,Cotton,43,37,4.6,1,Saint Laurent,10,2023-12-15,29,12,2023
10143,Winter Jumpsuit,Female,Outfits,Print,Purple,Adult,Winter,99.99,Velvet,44,36,4.5,0,Dior,5,2024-01-15,31,1,2024
10144,Spring Jacket,Female,Jackets,Denim,Blue,Teen,Spring,39.99,Denim,43,37,4.6,1,Balenciaga,10,2024-06-15,29,6,2024
10145,Summer Tunic,Female,Tops,Lace,Yellow,Adult,Summer,59.99,Silk,44,36,4.5,0,Valentino,5,2024-09-15,31,9,2024
10146,Autumn Pants,Female,Bottoms,Floral,Green,Adult,Autumn,49.99,Wool,43,37,4.6,1,Chanel,10,2023-10-15,29,10,2023
10147,Winter Coat,Female,Jackets,Fur,Black,Adult,Winter,299.99,Fur,44,36,4.5,0,Giorgio Armani,5,2024-02-15,31,2,2024
10148,Spring Skirt,Female,Bottoms,Polka Dots,Red,Teen,Spring,39.99,Cotton,43,37,4.6,1,Alexander Wang,10,2024-04-15,29,4,2024
10149,Summer Dress,Female,Outfits,Striped,Blue,Adult,Summer,59.99,Cotton,43,37,4.6,0,Prada,5,2024-07-15,29,7,2024
10150,Autumn Blouse,Female,Tops,Checkered,Gray,Adult,Autumn,29.99,Silk,44,36,4.5,1,Versace,10,2023-11-15,31,11,2023
10151,Winter Sweater,Female,Tops,Knit,Brown,Adult,Winter,69.99,Wool,43,37,4.6,0,Gucci,5,2024-03-15,29,3,2024
10152,Spring Jacket,Female,Jackets,Leather,Green,Teen,Spring,49.99,Leather,44,36,4.5,1,Miu Miu,10,2024-05-15,31,5,2024
10153,Summer Skirt,Female,Bottoms,Floral,Pink,Adult,Summer,39.99,Linen,43,37,4.6,0,Ralph Lauren,5,2024-10-15,29,10,2024
10154,Autumn Trousers,Female,Bottoms,Solid,Black,Adult,Autumn,49.99,Velvet,44,36,4.5,1,Balmain,10,2023-12-15,31,12,2023
10155,Winter Coat,Female,Jackets,Fur,White,Adult,Winter,399.99,Fur,43,37,4.6,0,Valentino,5,2024-02-15,29,2,2024
10156,Spring Blouse,Female,Tops,Lace,Yellow,Teen,Spring,29.99,Silk,44,36,4.5,1,Dior,10,2024-06-15,31,6,2024
10157,Summer Tunic,Female,Tops,Geometric,Orange,Adult,Summer,49.99,Cotton,43,37,4.6,0,Calvin Klein,5,2024-08-15,29,8,2024
10158,Autumn Jacket,Female,Jackets,Denim,Blue,Adult,Autumn,59.99,Denim,43,36,4.5,1,Tom Ford,10,2023-10-15,31,10,2023
10159,Winter Pants,Female,Bottoms,Print,Red,Adult,Winter,69.99,Velvet,43,36,4.6,0,Jimmy Choo,5,2024-01-15,29,1,2024
10160,Spring Dress,Female,Outfits,Polka Dots,Green,Teen,Spring,39.99,Cotton,44,36,4.5,1,Michael Kors,10,2024-04-15,31,4,2024
10161,Summer Blouse,Female,Tops,Striped,Blue,Adult,Summer,34.99,Cotton,45,38,4.7,0,Alexander McQueen,5,2024-07-15,32,7,2024
10162,Autumn Dress,Female,Outfits,Solid,Grey,Teen,Autumn,59.99,Satin,42,35,4.4,1,Givenchy,10,2023-11-15,30,11,2023
10163,Winter Jacket,Female,Jackets,Faux Leather,Brown,Adult,Winter,149.99,Faux Leather,46,39,4.8,0,Chanel,5,2024-03-15,33,3,2024
10164,Spring Skirt,Female,Bottoms,Floral,Pink,Adult,Spring,29.99,Linen,47,40,4.6,1,Prada,10,2024-05-15,34,5,2024
10165,Summer Tunic,Female,Tops,Geometric,Orange,Adult,Summer,44.99,Silk,48,41,4.7,0,Versace,5,2024-09-15,35,9,2024
10166,Autumn Trousers,Female,Bottoms,Print,Red,Adult,Autumn,54.99,Velvet,49,42,4.5,1,Louis Vuitton,10,2023-12-15,36,12,2023
10167,Winter Coat,Female,Jackets,Fur,White,Adult,Winter,449.99,Fur,45,43,4.8,0,Gucci,5,2024-02-15,37,2,2024
10168,Spring Blouse,Female,Tops,Lace,Yellow,Teen,Spring,24.99,Silk,46,44,4.7,1,Celine,10,2024-06-15,38,6,2024
10169,Summer Skirt,Female,Bottoms,Floral,Green,Adult,Summer,39.99,Linen,47,45,4.6,0,Saint Laurent,5,2024-10-15,39,10,2024
10170,Autumn Jacket,Female,Jackets,Denim,Blue,Adult,Autumn,69.99,Denim,48,46,4.5,1,Balenciaga,10,2023-11-15,40,11,2023
10171,Winter Pants,Female,Bottoms,Print,Black,Adult,Winter,79.99,Velvet,49,47,4.6,0,Fendi,5,2024-01-15,41,1,2024
10172,Spring Dress,Female,Outfits,Polka Dots,White,Teen,Spring,44.99,Cotton,45,43,4.8,1,Dior,10,2024-04-15,42,4,2024
10173,Summer Maxi Dress,Female,Outfits,Striped,Blue,Adult,Summer,69.99,Cotton,48,44,4.6,0,Chanel,5,2024-07-15,43,7,2024
10174,Autumn Blouse,Female,Tops,Lace,Pink,Adult,Autumn,49.99,Silk,47,45,4.8,1,Hermes,10,2023-08-15,44,8,2023
10175,Winter Cardigan,Female,Jackets,Knit,Grey,Adult,Winter,59.99,Wool,46,43,4.7,0,Givenchy,5,2024-03-15,45,3,2024
10176,Spring Skirt,Female,Bottoms,Plaid,Red,Teen,Spring,34.99,Polyester,47,45,4.6,1,Valentino,10,2024-05-15,46,5,2024
10177,Summer Tunic,Female,Tops,Floral,Green,Adult,Summer,44.99,Linen,48,44,4.5,0,Burberry,5,2024-06-15,47,6,2024
10178,Autumn Jacket,Female,Jackets,Leather,Brown,Adult,Autumn,89.99,Leather,47,45,4.7,1,Saint Laurent,10,2023-10-15,46,10,2023
10179,Winter Trousers,Female,Bottoms,Print,Black,Adult,Winter,69.99,Velvet,48,44,4.6,0,Prada,5,2024-02-15,45,2,2024
10180,Spring Blouse,Female,Tops,Lace,White,Teen,Spring,29.99,Silk,46,43,4.8,1,Ralph Lauren,10,2024-04-15,44,4,2024
10181,Summer Skirt,Female,Bottoms,Geometric,Orange,Adult,Summer,44.99,Silk,45,41,4.7,0,Alexander McQueen,5,2024-08-15,42,8,2024
10182,Autumn Trousers,Female,Bottoms,Print,Red,Adult,Autumn,54.99,Velvet,46,43,4.5,1,Balmain,10,2023-12-15,41,12,2023
10183,Winter Coat,Female,Jackets,Fur,White,Adult,Winter,449.99,Fur,44,40,4.8,0,Miu Miu,5,2024-01-15,43,1,2024
10184,Spring Blouse,Female,Tops,Lace,Yellow,Teen,Spring,29.99,Silk,46,43,4.7,1,Celine,10,2024-04-15,44,4,2024
10185,Summer Dress,Female,Dresses,Striped,Blue,Adult,Summer,59.99,Cotton,48,44,4.6,0,Chanel,5,2024-07-15,47,7,2024
10186,Autumn Scarf,Female,Accessories,Knit,Gray,Adult,Autumn,29.99,Wool,47,45,4.8,1,Givenchy,10,2023-11-15,46,11,2023
10187,Winter Hat,Female,Accessories,Plaid,Red,Adult,Winter,19.99,Wool,48,44,4.5,0,Valentino,5,2024-03-15,45,3,2024
10188,Spring Blazer,Female,Jackets,Solid,Green,Adult,Spring,79.99,Wool,46,43,4.7,1,Versace,10,2024-05-15,44,5,2024
10189,Summer Sandals,Female,Shoes,Animal Print,Brown,Adult,Summer,39.99,Leather,45,41,4.6,0,Gucci,5,2024-09-15,42,9,2024
10190,Autumn Boots,Female,Shoes,Patterned,Black,Adult,Autumn,69.99,Leather,46,43,4.5,1,Saint Laurent,10,2023-12-15,41,12,2023
10191,Winter Tights,Female,Accessories,Solid,Black,Adult,Winter,14.99,Nylon,48,44,4.8,0,Balmain,5,2024-02-15,45,2,2024
10192,Spring Sneakers,Female,Shoes,Solid,White,Teen,Spring,29.99,Leather,46,43,4.7,1,Prada,10,2024-04-15,44,4,2024
10193,Summer Tunic,Female,Tops,Print,Pink,Adult,Summer,44.99,Cotton,48,44,4.5,0,Burberry,5,2024-06-15,47,6,2024
10194,Autumn Jacket,Female,Jackets,Leather,Brown,Adult,Autumn,89.99,Leather,47,45,4.7,1,Saint Laurent,10,2023-10-15,46,10,2023
10195,Winter Trousers,Female,Bottoms,Print,Red,Adult,Winter,69.99,Velvet,48,44,4.6,0,Prada,5,2024-02-15,45,2,2024
10196,Spring Blouse,Female,Tops,Lace,White,Teen,Spring,29.99,Silk,46,43,4.8,1,Ralph Lauren,10,2024-04-15,44,4,2024
10197,Summer Dress,Female,Dresses,Floral,Blue,Adult,Summer,54.99,Cotton,47,45,4.6,1,Chanel,5,2024-07-15,46,7,2024
10198,Autumn Skirt,Female,Bottoms,Solid,Black,Adult,Autumn,49.99,Wool,48,44,4.7,0,Dior,10,2023-11-15,45,11,2023
10199,Winter Cardigan,Female,Outerwear,Knit,Grey,Adult,Winter,79.99,Cashmere,47,45,4.6,1,Versace,5,2024-03-15,46,3,2024
10200,Spring Blazer,Female,Jackets,Solid,Green,Adult,Spring,69.99,Linen,46,43,4.8,0,Givenchy,10,2024-05-15,44,5,2024
10201,Summer Shorts,Female,Bottoms,Striped,Red,Teen,Summer,29.99,Cotton,48,44,4.5,1,Michael Kors,5,2024-06-15,47,6,2024
10202,Autumn Coat,Female,Outerwear,Fur,Brown,Adult,Autumn,129.99,Faux Fur,47,45,4.7,0,Valentino,10,2023-09-15,46,9,2023
10203,Winter Pants,Female,Bottoms,Solid,Black,Adult,Winter,79.99,Velvet,48,44,4.6,1,Saint Laurent,5,2024-02-15,45,2,2024
10204,Spring Scarf,Female,Accessories,Paisley,Pink,Adult,Spring,19.99,Silk,46,43,4.8,0,Gucci,10,2024-04-15,44,4,2024
10205,Summer Skirt,Female,Bottoms,Animal Print,Black,Adult,Summer,44.99,Leather,47,45,4.6,1,Burberry,5,2024-08-15,46,8,2024
10206,Autumn Top,Female,Tops,Lace,White,Adult,Autumn,59.99,Silk,48,44,4.7,0,Prada,10,2023-10-15,45,10,2023
10207,Winter Cardigan,Female,Outerwear,Knit,Grey,Adult,Winter,89.99,Cashmere,47,45,4.6,1,Versace,5,2024-03-15,46,3,2024
10208,Spring Blazer,Female,Jackets,Solid,Green,Adult,Spring,79.99,Linen,46,43,4.8,0,Givenchy,10,2024-05-15,44,5,2024
10209,Winter Boots,Female,Footwear,Fur,Black,Adult,Winter,149.99,Faux Fur,49,46,4.7,0,Balenciaga,10,2024-01-15,48,1,2024
10210,Spring Hat,Female,Accessories,Floral,Pink,Teen,Spring,19.99,Cotton,45,42,4.5,1,Chanel,5,2024-04-15,44,4,2024
10211,Summer Dress,Female,Tops,Floral,Yellow,Adult,Summer,59.99,Linen,47,44,4.6,0,Dior,10,2024-07-15,46,7,2024
10212,Autumn Jacket,Female,Jackets,Leopard Print,Brown,Adult,Autumn,89.99,Wool,48,45,4.7,1,Alexander McQueen,5,2023-11-15,47,11,2023
10213,Winter Coat,Female,Outerwear,Fur,White,Adult,Winter,249.99,Real Fur,49,46,4.8,0,Fendi,10,2024-02-15,48,2,2024
10214,Spring Blouse,Female,Tops,Striped,Blue,Adult,Spring,49.99,Silk,46,43,4.7,1,Valentino,5,2024-06-15,45,6,2024
10215,Summer Jumpsuit,Female,Bottoms,Solid,Red,Adult,Summer,69.99,Cotton,47,44,4.6,0,Gucci,10,2024-09-15,46,9,2024
10216,Autumn Skirt,Female,Bottoms,Tartan,Green,Adult,Autumn,59.99,Wool,48,45,4.7,1,Michael Kors,5,2023-12-15,47,12,2023
10217,Winter Sweater,Female,Tops,Knit,Grey,Adult,Winter,79.99,Cashmere,49,46,4.8,0,Burberry,10,2024-01-15,48,1,2024
10218,Spring Blazer,Female,Jackets,Floral,Pink,Adult,Spring,89.99,Silk,47,44,4.7,1,Prada,5,2024-05-15,46,5,2024
10219,Summer Shirt,Female,Tops,Striped,Blue,Adult,Summer,39.99,Cotton,46,43,4.5,0,Chanel,10,2024-08-15,44,8,2024
10220,Autumn Dress,Female,Tops,Lace,White,Adult,Autumn,99.99,Silk,48,45,4.6,1,Versace,5,2023-10-15,47,10,2023
10221,Spring Jacket,Female,Outerwear,Floral,Pink,Adult,Spring,99.99,Silk,45,42,4.7,1,Chanel,5,2024-04-15,43,4,2024
10222,Summer Skirt,Female,Bottoms,Polka Dots,Black,Adult,Summer,59.99,Cotton,47,44,4.6,0,Michael Kors,10,2024-07-15,46,7,2024
10223,Autumn Blouse,Female,Tops,Plaid,Red,Adult,Autumn,69.99,Wool,48,45,4.7,1,Versace,5,2023-11-15,47,11,2023
10224,Winter Dress,Female,Tops,Velvet,Green,Adult,Winter,89.99,Satin,49,46,4.8,0,Fendi,10,2024-03-15,48,3,2024
10225,Spring Suit,Female,Bottoms,Solid,Blue,Adult,Spring,129.99,Cotton,47,44,4.7,1,Gucci,5,2024-05-15,46,5,2024
10226,Summer Blouse,Female,Tops,Lace,White,Adult,Summer,59.99,Silk,45,42,4.6,0,Burberry,10,2024-06-15,44,6,2024
10227,Autumn Jacket,Female,Outerwear,Fur,Brown,Adult,Autumn,199.99,Real Fur,48,45,4.7,1,Prada,5,2023-12-15,47,12,2023
10228,Winter Pants,Female,Bottoms,Solid,Black,Adult,Winter,79.99,Wool,49,46,4.8,0,Valentino,10,2024-01-15,48,1,2024
10229,Spring Jumpsuit,Female,Bottoms,Striped,Yellow,Adult,Spring,89.99,Cotton,47,44,4.7,1,Chanel,5,2024-04-15,46,4,2024
10230,Summer Blouse,Female,Tops,Floral,Pink,Adult,Summer,49.99,Silk,45,42,4.6,0,Michael Kors,10,2024-07-15,44,7,2024
10231,Autumn Coat,Female,Outerwear,Tartan,Green,Adult,Autumn,149.99,Wool,48,45,4.7,1,Fendi,5,2023-11-15,47,11,2023
10232,Winter Skirt,Female,Bottoms,Polka Dots,Red,Adult,Winter,69.99,Cotton,49,46,4.8,0,Versace,10,2024-03-15,48,3,2024
20001,Spring Dress,Female,Dresses,Floral,Pink,Teen,Spring,69.99,Cotton,34,31,4.6,0,Zara,10,2023-05-15,33,5,2023
20002,Summer Tank Top,Female,Tops,Striped,Blue,Adult,Summer,29.99,Polyester,45,42,4.7,1,H&M,5,2024-06-15,44,6,2024
20003,Autumn Scarf,Female,Accessories,Plain,Gray,Adult,Autumn,19.99,Wool,38,35,4.8,0,Uniqlo,10,2023-10-15,37,10,2023
20004,Winter Boots,Female,Footwear,Leather,Black,Adult,Winter,89.99,Leather,36,33,4.7,1,Dr. Martens,5,2024-01-15,35,1,2024
20005,Spring Cardigan,Female,Outerwear,Cable Knit,White,Adult,Spring,49.99,Wool,39,36,4.6,0,Mango,10,2023-04-15,38,4,2023
20006,Summer Skirt,Female,Bottoms,Pleated,Red,Teen,Summer,39.99,Polyester,35,32,4.5,0,Forever 21,5,2024-07-15,34,7,2024
20007,Autumn Blouse,Female,Tops,Lace,White,Adult,Autumn,59.99,Silk,41,38,4.8,1,Cole Haan,10,2023-11-15,40,11,2023
20008,Winter Jacket,Female,Outerwear,Fur,Brown,Adult,Winter,159.99,Real Fur,43,39,4.9,0,Gucci,5,2024-02-15,42,2,2024
20009,Spring Jumpsuit,Female,Bottoms,Solid,Green,Adult,Spring,79.99,Cotton,42,39,4.7,1,Zara,10,2023-05-15,41,5,2023
20010,Summer Top,Female,Tops,Printed,Blue,Teen,Summer,24.99,Polyester,33,30,4.4,0,H&M,5,2024-06-15,32,6,2024
20011,Autumn Coat,Female,Outerwear,Tartan,Red,Adult,Autumn,139.99,Wool,44,39,4.8,1,Uniqlo,10,2023-10-15,43,10,2023
20012,Winter Hat,Female,Accessories,Knitted,Black,Adult,Winter,14.99,Wool,37,34,4.6,0,Dr. Martens,5,2024-01-15,36,1,2024
20013,Summer Dress,Female,Dresses,Floral,Yellow,Adult,Summer,69.99,Cotton,40,37,4.7,0,Asos,10,2023-07-15,42,7,2023
20014,Autumn Skirt,Female,Bottoms,Tweed,Burgundy,Adult,Autumn,89.99,Wool,45,38,4.8,1,Anna Sui,10,2023-12-15,44,12,2023
20015,Winter Boots,Female,Footwear,Fur,Beige,Adult,Winter,199.99,Real Fur,48,39,4.9,0,Prada,5,2024-03-15,47,3,2024
20016,Spring Hat,Female,Accessories,Straw,Pink,Adult,Spring,29.99,Straw,38,35,4.5,0,Mulberry,10,2023-04-15,37,4,2023
20017,Summer Trousers,Female,Bottoms,Linen,Blue,Teen,Summer,39.99,Linen,36,33,4.4,0,Topshop,5,2024-07-15,35,7,2024
20018,Autumn Blazer,Female,Outerwear,Tartan,Green,Adult,Autumn,99.99,Wool,42,38,4.7,1,Reiss,10,2023-11-15,41,11,2023
20019,Winter Scarf,Female,Accessories,Wool,Gray,Adult,Winter,34.99,Wool,39,36,4.6,0,Zara,5,2024-02-15,38,2,2024
20020,Spring Coat,Female,Outerwear,Corduroy,Red,Adult,Spring,99.99,Corduroy,43,39,4.8,1,Ralph Lauren,10,2023-05-15,42,5,2023
20021,Summer Jacket,Female,Outerwear,Denim,Black,Adult,Summer,59.99,Denim,44,39,4.8,0,Levi's,10,2024-06-15,43,6,2024
20022,Autumn Pants,Female,Bottoms,Plaid,Burgundy,Adult,Autumn,69.99,Wool,46,39,4.7,1,Calvin Klein,10,2023-10-15,45,10,2023
20023,Winter Cardigan,Female,Outerwear,Cable Knit,White,Adult,Winter,79.99,Wool,45,38,4.7,1,J.Crew,10,2024-01-15,44,1,2024
20024,Spring Blouse,Female,Tops,Lace,Pink,Adult,Spring,59.99,Silk,43,38,4.8,0,Alexander McQueen,10,2023-04-15,42,4,2023
20025,Summer Dress,Female,Dresses,Floral,Yellow,Teen,Summer,49.99,Cotton,41,37,4.5,0,H&M,5,2024-07-15,39,7,2024
20026,Autumn Skirt,Female,Bottoms,Leopard,Brown,Adult,Autumn,59.99,Leather,45,38,4.6,1,Mango,10,2023-11-15,43,11,2023
20027,Winter Hat,Female,Accessories,Fur,Black,Adult,Winter,49.99,Fur,44,36,4.4,0,Gucci,5,2024-03-15,42,3,2024
20028,Spring Shirt,Female,Tops,Striped,Blue,Adult,Spring,69.99,Silk,47,39,4.7,1,Zara,10,2023-06-15,46,6,2023
20029,Summer Jumpsuit,Female,Dresses,Solid,Red,Adult,Summer,79.99,Linen,48,39,4.8,0,Prada,5,2024-08-15,47,8,2024
20030,Autumn Jacket,Female,Outerwear,Quilted,Gray,Adult,Autumn,99.99,Down,49,38,4.7,1,Valentino,10,2023-12-15,48,12,2023
20031,Winter Tights,Female,Accessories,Lace,Black,Adult,Winter,29.99,Nylon,42,36,4.5,0,Versace,5,2024-02-15,40,2,2024
20032,Spring Pants,Female,Bottoms,Corduroy,Green,Adult,Spring,69.99,Corduroy,46,39,4.6,1,Celine,10,2023-05-15,44,5,2023
20033,Summer Cardigan,Female,Outerwear,Paisley,Pink,Adult,Summer,59.99,Cotton,43,37,4.4,0,Balenciaga,5,2024-09-15,41,9,2024
20034,Autumn Blouse,Female,Tops,Lace,White,Adult,Autumn,69.99,Silk,47,39,4.7,1,Fendi,10,2023-10-15,46,10,2023
20035,Winter Scarf,Female,Accessories,Wool,Red,Adult,Winter,34.99,Wool,44,36,4.6,0,Chanel,5,2024-01-15,42,1,2024
20036,Spring Coat,Female,Outerwear,Tartan,Green,Adult,Spring,99.99,Wool,49,38,4.7,1,Burberry,10,2023-04-15,48,4,2023
20037,Summer Dress with Flowy Sleeves,Female,Dresses,Floral,Blue,Adult,Summer,89.99,Cotton,45,38,4.6,0,Dior,5,2024-07-15,43,7,2024
20038,Autumn Blouse with Ruffled Sleeves,Female,Tops,Ruffled,Brown,Adult,Autumn,79.99,Silk,46,39,4.7,1,Givenchy,10,2023-11-15,45,11,2023
20039,Winter Cardigan with Fringe,Female,Outerwear,Fringe,Gray,Adult,Winter,69.99,Wool,44,37,4.5,0,Gucci,5,2024-03-15,42,3,2024
20040,Spring Pants with Pockets,Female,Bottoms,Pockets,Pink,Adult,Spring,79.99,Denim,47,39,4.6,1,Saint Laurent,10,2023-06-15,46,6,2023
20041,Summer Skirt with Tie Belt,Female,Skirts,Tie Belt,Yellow,Adult,Summer,69.99,Linen,44,38,4.5,0,Alexander McQueen,5,2024-08-15,42,8,2024
20042,Autumn Coat with Fur Collar,Female,Outerwear,Fur Collar,Black,Adult,Autumn,129.99,Wool,46,39,4.7,1,Louis Vuitton,10,2023-12-15,45,12,2023
20043,Winter Boots with Faux Fur Lining,Female,Footwear,Faux Fur Lining,White,Adult,Winter,119.99,Leather,43,38,4.6,0,Balmain,5,2024-02-15,41,2,2024
20044,Spring Hat with Flowers,Female,Accessories,Flowers,Pink,Adult,Spring,29.99,Straw,44,37,4.5,0,Valentino,5,2023-05-15,42,5,2023
20045,Summer Dress with Bows,Female,Dresses,Bows,Red,Adult,Summer,99.99,Cotton,47,39,4.6,1,Chanel,10,2024-07-15,46,7,2024
20046,Autumn Jumpsuit with Lace Detailing,Female,Jumpsuits,Lace Detailing,Black,Adult,Autumn,119.99,Satin,45,38,4.7,0,Prada,5,2023-10-15,44,10,2023
20047,Winter Jacket with Faux Leather Panels,Female,Outerwear,Faux Leather Panels,Green,Adult,Winter,149.99,Down,43,37,4.6,1,Saint Laurent,10,2024-01-15,42,1,2024
20048,Spring Top with Ruffles,Female,Tops,Ruffles,Blue,Adult,Spring,59.99,Silk,44,38,4.5,0,Givenchy,5,2023-04-15,42,4,2023
20049,Autumn Blouse with Lace Trim,Female,Tops,Lace Trim,Brown,Adult,Autumn,79.99,Silk,46,39,4.6,1,Gucci,10,2023-11-15,45,11,2023
